rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1538693481814408805,,16985,,1538693481,723856736,"""imu_link""",,0.00982733646802,-0.00111088791952,0.0777928523758,0.996920489059,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00245729400138,0.000846884726454,0.00193235495795,"[1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07]",,0.0493233294345,0.192812350143,9.66130690199,"[8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06]"
1538693481822881013,,16986,,1538693481,736856736,"""imu_link""",,0.0109153811507,-0.00180067652082,0.0778112212222,0.996906728772,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00209537294537,0.000174246414091,0.00212994971006,"[1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07]",,0.0431888518749,0.196696428825,9.66276519138,"[8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06]"
1538693481840086431,,16987,,1538693481,749856736,"""imu_link""",,0.00961646208513,-0.0016369126104,0.0778229268432,0.996919473293,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00127372279326,0.00101963036255,0.00154306690855,"[1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07]",,0.0478581150659,0.191663413833,9.66680486221,"[8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06]"
1538693481846508784,,16988,,1538693481,762856736,"""imu_link""",,0.0107740776455,-0.00103349149543,0.0778159596565,0.996908986603,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.000234978664888,0.000950978925853,0.000222179310398,"[1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07]",,0.0420166803626,0.191467720831,9.66716355962,"[8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06]"
1538693481887552121,,16989,,1538693481,775856736,"""imu_link""",,0.00954544753628,-0.000591326093553,0.077813085966,0.996922092451,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.000260822780669,0.00142817098552,-8.95721317648e-05,"[1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07]",,0.0268090551395,0.184607396166,9.66026801471,"[8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06]"
1538693481893527295,,16990,,1538693481,788856736,"""imu_link""",,0.0103986322115,-0.00156376719322,0.0778225019009,0.996911772063,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-1.89279421998e-05,0.0012778114291,0.000193140013766,"[1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07]",,0.0385849965335,0.192047836992,9.66432837632,"[8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06]"
1538693481900245189,,16991,,1538693481,801856736,"""imu_link""",,0.00927583524307,-0.00222271117125,0.0778347432422,0.996920644374,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.000996061372344,0.0015832143873,0.000419309733561,"[1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07]",,0.0513576289589,0.186029180785,9.66901308994,"[8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06]"
1538693481902186040,,16992,,1538693481,814856736,"""imu_link""",,0.00998876874606,-0.00112727816319,0.0778288288408,0.996916058224,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00124565482513,0.00235965015361,0.000919513512506,"[1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07]",,0.0419432522303,0.186481494444,9.66893014183,"[8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06]"
1538693481912482296,,16993,,1538693481,827856736,"""imu_link""",,0.00957128593745,-0.00234962978868,0.0778524605043,0.996916177077,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00112606158992,0.0019165719837,0.00163894454204,"[1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07]",,0.051171194268,0.183970306088,9.66024466549,"[8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06]"
1538693481925577467,,16994,,1538693481,840856736,"""imu_link""",,0.00913201210928,-0.00356805923438,0.0778741362174,0.99691498846,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00134965500074,0.00166853223346,0.00136310807085,"[1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07]",,0.0614265872966,0.179567155966,9.66909809576,"[8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06]"
1538693481942859095,,16995,,1538693481,854856736,"""imu_link""",,0.0102401030203,-0.00272446212793,0.0778722020508,0.996907035658,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00259275643115,0.00221505903586,0.00146170679789,"[1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07]",,0.0725039411301,0.185621433444,9.66181564364,"[8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06]"
1538693481960597846,,16996,,1538693481,866856736,"""imu_link""",,0.00933051377128,-0.0035156530211,0.0778932456914,0.996911843631,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00231016558865,0.00201374448347,0.00164700857168,"[1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07]",,0.074183226108,0.18423993704,9.66843951877,"[8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06]"
1538693481967905175,,16997,,1538693481,879856736,"""imu_link""",,0.010022053736,-0.00241287629059,0.077891335367,0.996908559669,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00219051551599,0.00185269283915,0.00168882720194,"[1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07]",,0.0611614099844,0.189359658359,9.65841574275,"[8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06]"
1538693481979277305,,16998,,1538693481,893856736,"""imu_link""",,0.0106226710245,-0.00366343957299,0.0779078311173,0.996897240402,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00166910485131,0.00161742891707,0.000870900896388,"[1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07, 0.0, 0.0, 0.0, 1.218467815533586e-07]",,0.063672681412,0.189624716424,9.65518512063,"[8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06, 0.0, 0.0, 0.0, 8.661248102725949e-06]"
