rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1538693557256514866,,82517,,1538693557,248509926,"""/tars/odom""","""/tars/base_footprint""",,,-4.33908698518,2.35007943822,0.295358380318,,0.00664752061888,-0.0103659872313,0.994315043415,0.105763657358
1538693557259223162,,82518,,1538693557,251303690,"""/tars/odom""","""/tars/base_footprint""",,,-4.33908554726,2.3500964156,0.295347487387,,0.00666189858444,-0.0101899800118,0.994313565399,0.105793747819
1538693557269232543,,82519,,1538693557,261412399,"""/tars/odom""","""/tars/base_footprint""",,,-4.33908586001,2.3501159077,0.295325076114,,0.00662362159042,-0.0102327751771,0.994312179765,0.105805042977
1538693557275567274,,82520,,1538693557,267823517,"""/tars/odom""","""/tars/base_footprint""",,,-4.33908047595,2.35011591168,0.295374656458,,0.00662998580391,-0.0103575735825,0.994317072067,0.105746508948
1538693557285688065,,82521,,1538693557,277744995,"""/tars/odom""","""/tars/base_footprint""",,,-4.33911598424,2.35009680663,0.295361407793,,0.00657772852975,-0.0101838597181,0.994317540897,0.105762235001
1538693557296396859,,82522,,1538693557,288412817,"""/tars/odom""","""/tars/base_footprint""",,,-4.33909870201,2.35007794537,0.295313949327,,0.0065507381124,-0.0101653555459,0.994326535031,0.10568110101
1538693557307584657,,82523,,1538693557,299432188,"""/tars/odom""","""/tars/base_footprint""",,,-4.33912450057,2.35010989294,0.295373399398,,0.00655873919168,-0.0101788414209,0.994323013653,0.105712433742
1538693557315671201,,82524,,1538693557,307938305,"""/tars/odom""","""/tars/base_footprint""",,,-4.33911554609,2.3501065369,0.295374206437,,0.00661389577361,-0.0103686688801,0.994320401586,0.105715117549
1538693557325459450,,82525,,1538693557,317443099,"""/tars/odom""","""/tars/base_footprint""",,,-4.33908575173,2.35010155138,0.295376063756,,0.00663701363222,-0.0103483690856,0.994319030063,0.10572855698
1538693557336465653,,82526,,1538693557,328487019,"""/tars/odom""","""/tars/base_footprint""",,,-4.33909818509,2.35011466038,0.295358257594,,0.00656921957543,-0.0101171613308,0.994316778464,0.105776332257
1538693557345418042,,82527,,1538693557,337638636,"""/tars/odom""","""/tars/base_footprint""",,,-4.33910232037,2.35008903626,0.295382700542,,0.00659728911629,-0.0103968024414,0.994317439302,0.105741251054
1538693557355405117,,82528,,1538693557,347472509,"""/tars/odom""","""/tars/base_footprint""",,,-4.33913893803,2.35010239962,0.295357810791,,0.006566284215,-0.0101746534022,0.994317424576,0.105764925777
1538693557365382875,,82529,,1538693557,357500995,"""/tars/odom""","""/tars/base_footprint""",,,-4.33906611418,2.3501156199,0.295333308885,,0.00659228985849,-0.0101674759161,0.994315700746,0.105780203244
1538693557376077029,,82530,,1538693557,368071787,"""/tars/odom""","""/tars/base_footprint""",,,-4.33912592389,2.35012555292,0.295362029488,,0.00654881762294,-0.0101080477263,0.994319413456,0.105753696782
1538693557385269036,,82531,,1538693557,377145583,"""/tars/odom""","""/tars/base_footprint""",,,-4.33912194665,2.35009092159,0.29535420527,,0.00659483675134,-0.0102595065308,0.994317778285,0.105751626185
1538693557395196128,,82532,,1538693557,387484221,"""/tars/odom""","""/tars/base_footprint""",,,-4.33910033666,2.35011545805,0.295377250193,,0.0066362710551,-0.010340221689,0.994318150573,0.105737671447
1538693557406375145,,82533,,1538693557,398359403,"""/tars/odom""","""/tars/base_footprint""",,,-4.33910327511,2.35009414364,0.29535956211,,0.00654228545713,-0.0102050879236,0.994321616319,0.105724065389
1538693557415400212,,82534,,1538693557,407511263,"""/tars/odom""","""/tars/base_footprint""",,,-4.33908782183,2.35008121689,0.295343477475,,0.00661350845071,-0.0102595373811,0.994316149718,0.105765768607
1538693557425544885,,82535,,1538693557,417730422,"""/tars/odom""","""/tars/base_footprint""",,,-4.33912748234,2.35008335212,0.295361899047,,0.00661924264844,-0.0103759936357,0.994314806601,0.105766676024
1538693557435408407,,82536,,1538693557,427426969,"""/tars/odom""","""/tars/base_footprint""",,,-4.33908762932,2.35008130594,0.295348289326,,0.0066004735358,-0.0103443932751,0.994320475096,0.105717643186
1538693557469931735,,82537,,1538693557,462260303,"""/tars/odom""","""/tars/base_footprint""",,,-4.33911560284,2.35009553753,0.295385424987,,0.00654374273379,-0.0102116942137,0.994317277487,0.10576413581
1538693557474434847,,82538,,1538693557,466602452,"""/tars/odom""","""/tars/base_footprint""",,,-4.3391008582,2.35008515194,0.295365599041,,0.00665918283025,-0.0103819075478,0.994313684657,0.105774135706
1538693557477651066,,82539,,1538693557,469906739,"""/tars/odom""","""/tars/base_footprint""",,,-4.33913312873,2.35008564727,0.29539805162,,0.00651198427116,-0.0103229326694,0.994323419586,0.10569753254
1538693557485453174,,82540,,1538693557,477462269,"""/tars/odom""","""/tars/base_footprint""",,,-4.33908671309,2.35013207587,0.295390835952,,0.00661145914491,-0.0102320264986,0.994314201549,0.105786874614
1538693557495400973,,82541,,1538693557,487550212,"""/tars/odom""","""/tars/base_footprint""",,,-4.33910684858,2.3501142161,0.295390780072,,0.00661617943977,-0.0103036281228,0.994315496478,0.105767456623
1538693557505239184,,82542,,1538693557,497063944,"""/tars/odom""","""/tars/base_footprint""",,,-4.33910596422,2.35008290555,0.295335492636,,0.00659654631084,-0.010339646762,0.994323499407,0.105689904008
1538693557515722448,,82543,,1538693557,507514380,"""/tars/odom""","""/tars/base_footprint""",,,-4.33913735868,2.35009843478,0.295407609223,,0.00659182956439,-0.0104712177088,0.994319632067,0.105713625747
1538693557525746089,,82544,,1538693557,517889179,"""/tars/odom""","""/tars/base_footprint""",,,-4.33913649459,2.35010424425,0.29536930766,,0.00654522712283,-0.0103009710731,0.994322816583,0.105703294274
1538693557535536789,,82545,,1538693557,527548371,"""/tars/odom""","""/tars/base_footprint""",,,-4.33910014426,2.3501285711,0.295354758884,,0.0065760008175,-0.0102039469478,0.994316610647,0.105769151793
1538693557545644760,,82546,,1538693557,537519335,"""/tars/odom""","""/tars/base_footprint""",,,-4.33908908061,2.3501024851,0.295336409289,,0.0065172658881,-0.0102010299051,0.994320971758,0.105732063997
1538693557555535507,,82547,,1538693557,547696778,"""/tars/odom""","""/tars/base_footprint""",,,-4.33909446823,2.35010607834,0.295356680958,,0.00661627315123,-0.0103104244495,0.994316525726,0.105757112029
1538693557565188280,,82548,,1538693557,557134725,"""/tars/odom""","""/tars/base_footprint""",,,-4.33907793192,2.35008293804,0.295312182691,,0.00657246902011,-0.010256108592,0.99431824229,0.105748985508
